OD,oLon,oLat,dLon,dLat,busDis,busTime,busWalkTime,busWalkDis,busWaitTime,busBoardTime,busBoardDis,busTransNum,taxiCost,busCost,driveTime,driveDis
1001401488099960-1001401556100074,113.94865920016564,22.533862145734602,114.02844496327505,22.66396679831645,20571.0,6985.0,843.0,1968.0,0.0,6142.0,25090.0,0,54.5704,7.0,4101,23138
1001401488099960-3003401664100084,113.94865920016564,22.533862145734602,114.16064396963844,22.678777030259837,34389.0,9697.0,1720.0,4017.0,2.0,7975.0,38017.0,1,94.49368,5.0,4143,35223
1001401488099960-3003401620100004,113.94865920016564,22.533862145734602,114.10905851901958,22.587596124984426,20373.0,5721.0,766.0,1788.0,0.0,4955.0,21909.0,0,54.0952,2.5,3216,22218
1001401486099960-3003401474099946,113.9462314708742,22.533816054785625,113.93320294266128,22.518902791208593,2719.0,1654.0,521.0,1218.0,1.0,1132.0,2724.0,0,11.7256,2.0,861,3974
1001401488099960-1001401552099984,113.94865920016564,22.533862145734602,114.02576935037872,22.56238295822409,10065.0,4209.0,1610.0,3760.0,1.0,2598.0,8254.0,0,29.356,2.5,1758,13645
1001401488099960-1001401576099992,113.94865920016564,22.533862145734602,114.0547188393886,22.57194182677389,13728.0,5058.0,1840.0,4296.0,1.0,3217.0,14813.0,0,38.1472,3.0,2258,15488
1001401488099960-7007401608099968,113.94865920016564,22.533862145734602,114.09771678222748,22.549032114592013,15424.0,4617.0,514.0,1202.0,1.0,4102.0,16784.0,0,42.2176,3.0,1950,19000
1001401488099960-1001401438100004,113.94865920016564,22.533862145734602,113.88685359158687,22.582311967262587,10651.0,4462.0,910.0,2124.0,0.0,3552.0,11162.0,0,30.7624,2.0,1654,11317
1001401488099960-3003401650100030,113.94865920016564,22.533862145734602,114.14488930161345,22.61757181908495,26739.0,6765.0,1006.0,2350.0,1.0,5758.0,26487.0,0,70.62567999999997,2.5,4028,27983
1001401488099960-3003401560100028,113.94865920016564,22.533862145734602,114.03561037647208,22.613332362282186,16126.0,5181.0,522.0,1220.0,0.0,4659.0,23103.0,0,43.9024,2.5,2289,17235
1001401488099960-1001401414100046,113.94865920016564,22.533862145734602,113.85663630123993,22.629100386640626,18191.0,5713.0,1705.0,3982.0,1.0,4007.0,16877.0,0,48.8584,3.0,1951,24646
1001401488099960-3003401594099966,113.94865920016564,22.533862145734602,114.07838550876288,22.54416911969661,13131.0,4210.0,645.0,1506.0,0.0,3565.0,18219.0,0,36.7144,2.5,1972,18447
1001401488099960-3003401480099944,113.94865920016564,22.533862145734602,113.94053496792444,22.51678619416096,2480.0,2035.0,564.0,1318.0,0.0,1471.0,2466.0,0,11.152000000000001,2.0,764,3460
3003401486099950-1001401466099956,113.94766851071554,22.52369034958485,113.92205457000485,22.528842695613903,2906.0,2194.0,538.0,1258.0,1.0,1655.0,3531.0,0,12.1744,2.0,877,3735
1001401486099960-3003401558100102,113.9462314708742,22.533816054785625,114.03138559993972,22.696737819924717,24387.0,8497.0,720.0,1684.0,1.0,7776.0,29513.0,1,63.7288,4.0,4097,34243
1001401488099960-1001401486099970,113.94865920016564,22.533862145734602,113.94598321644888,22.54509239948384,1383.0,1726.0,318.0,744.0,0.0,1408.0,1292.0,0,10.0,2.0,725,1650
1001401488099960-1001401436100024,113.94865920016564,22.533862145734602,113.88391723708428,22.604816066166826,13197.0,6234.0,1279.0,2986.0,0.0,4955.0,13840.0,0,36.8728,2.0,2784,14015
1001401488099960-1001401392100124,113.94865920016564,22.533862145734602,113.82789179114245,22.71651821620997,29701.0,4826.0,2365.0,5521.0,1.0,2460.0,31179.0,1,79.86711999999999,7.0,3876,28832
3003401486099950-1001401490099972,113.94766851071554,22.52369034958485,113.95078948340048,22.547439872860323,2687.0,2352.0,686.0,1602.0,0.0,1666.0,2419.0,0,11.6488,2.0,825,2997
1001401488099960-1001401570099962,113.94865920016564,22.533862145734602,114.04815349492512,22.537975896304374,9688.0,3489.0,725.0,1692.0,0.0,2764.0,10583.0,0,28.4512,2.5,1371,11140
1001401488099960-7007401404099996,113.94865920016564,22.533862145734602,113.84934172790615,22.575939795994767,13503.0,5420.0,597.0,1394.0,0.0,4823.0,14792.0,0,37.6072,2.5,2447,14392
1001401488099960-1001401430099994,113.94865920016564,22.533862145734602,113.87739419640805,22.57084771404123,10376.0,3333.0,297.0,694.0,0.0,3036.0,10996.0,0,30.1024,2.5,1528,10351
1001401488099960-3003401524100100,113.94865920016564,22.533862145734602,113.99011257836584,22.69370995758507,20004.0,6533.0,465.0,1088.0,1.0,6067.0,32147.0,1,53.2096,7.0,3339,26569
1001401488099960-1001401584100052,113.94865920016564,22.533862145734602,114.06299652210369,22.639784520518976,21350.0,7096.0,644.0,1506.0,1.0,6451.0,25032.0,1,56.44000000000001,4.5,3066,23648
1001401488099960-7007401404100020,113.94865920016564,22.533862145734602,113.84872548165369,22.60300035788465,16293.0,4438.0,428.0,1000.0,0.0,4010.0,15929.0,0,44.3032,2.5,2549,15527
1001401486099960-3003401466099954,113.9462314708742,22.533816054785625,113.9232933304565,22.52773829347637,2751.0,1779.0,1459.0,3406.0,0.0,320.0,2206.0,0,11.8024,2.0,1028,4246
1001401486099960-7007401412099980,113.9462314708742,22.533816054785625,113.85946378760141,22.558089519822694,10538.0,4108.0,1670.0,3900.0,1.0,2437.0,10785.0,1,30.4912,5.0,2466,12767
1001401488099960-3003401564100016,113.94865920016564,22.533862145734602,114.04075867812408,22.59988943029928,15248.0,5231.0,1066.0,2488.0,0.0,4165.0,21466.0,0,41.7952,2.5,2613,16960
1001401488099960-1001401454099988,113.94865920016564,22.533862145734602,113.90668434200188,22.564646197975712,7020.0,3092.0,979.0,2286.0,0.0,2113.0,6864.0,0,22.048000000000002,2.5,1398,8234
1001401488099960-3003401590099950,113.94865920016564,22.533862145734602,114.07390966035288,22.52603650636579,12464.0,3727.0,850.0,1984.0,0.0,2877.0,15117.0,1,35.113600000000005,6.0,1335,15554
1001401488099960-1001401624099962,113.94865920016564,22.533862145734602,114.11371242232019,22.5391662158496,15919.0,4347.0,237.0,554.0,0.0,4110.0,19585.0,1,43.4056,5.0,2193,19904
1001401488099960-3003401568099964,113.94865920016564,22.533862145734602,114.04686743188269,22.54133680146937,9907.0,3464.0,797.0,1862.0,1.0,2666.0,15059.0,0,28.9768,2.5,1523,11228
1001401488099960-3003401396100024,113.94865920016564,22.533862145734602,113.83653052459421,22.605016397026663,17633.0,5356.0,1072.0,2502.0,0.0,4284.0,16973.0,0,47.5192,2.5,2899,16580
1001401488099960-1001401646099970,113.94865920016564,22.533862145734602,114.1402368431265,22.5486661774188,19350.0,5232.0,543.0,1268.0,0.0,4689.0,22867.0,1,51.64,5.5,2717,23634
1001401488099960-1001401518099964,113.94865920016564,22.533862145734602,113.9849778700287,22.539059828307643,3909.0,2890.0,1015.0,2370.0,0.0,1875.0,4356.0,0,14.581599999999998,2.0,1096,5929
1001401488099960-1001401542100022,113.94865920016564,22.533862145734602,114.0127027290184,22.605010219467694,13150.0,5206.0,968.0,2260.0,0.0,4238.0,13485.0,0,36.76000000000001,3.0,2168,16852
1001401488099960-3003401576099960,113.94865920016564,22.533862145734602,114.05667552095736,22.53700393344309,10385.0,3668.0,978.0,2284.0,0.0,2690.0,10740.0,0,30.124000000000002,3.0,1370,14103
1001401488099960-1001401430099984,113.94865920016564,22.533862145734602,113.87764834296128,22.559572137182432,9213.0,4319.0,368.0,860.0,0.0,3951.0,11035.0,0,27.3112,2.5,1706,10606
1001401488099960-7007401628100084,113.94865920016564,22.533862145734602,114.11927495088457,22.6802939288852,30686.0,9807.0,572.0,1338.0,1.0,9234.0,40839.0,1,82.94031999999999,5.0,3432,31258
1001401488099960-1001401608100126,113.94865920016564,22.533862145734602,114.09039295710926,22.72377094887895,32387.0,10610.0,935.0,2184.0,1.0,9674.0,36121.0,1,88.24743999999998,7.0,4171,38084
1001401486099960-3003401540100044,113.9462314708742,22.533816054785625,114.01092715244455,22.630924479531192,15833.0,5707.0,927.0,2164.0,0.0,4780.0,21056.0,0,43.1992,2.5,2828,18236
1001401486099960-15015401480099976,113.9462314708742,22.533816054785625,113.9468737193735,22.55977432517147,2679.0,2322.0,397.0,928.0,0.0,1925.0,2359.0,0,11.6296,2.0,1611,3221
1001401486099960-1001401530099962,113.9462314708742,22.533816054785625,113.9995941932855,22.537076997675012,5302.0,2399.0,1711.0,3994.0,0.0,688.0,5313.0,0,17.924799999999994,3.0,1163,6919
1001401486099960-3003401502100002,113.9462314708742,22.533816054785625,113.96580591943692,22.58269572821696,6758.0,3575.0,314.0,734.0,0.0,3261.0,8249.0,0,21.4192,3.0,1565,7802
1001401488099960-7007401504099992,113.94865920016564,22.533862145734602,113.97086044446043,22.57376615985835,6096.0,3650.0,778.0,1818.0,1.0,2871.0,6858.0,0,19.8304,2.0,2201,18901
3003401486099950-3003401466099954,113.94766851071554,22.52369034958485,113.9232933304565,22.52773829347637,2679.0,1994.0,338.0,792.0,1.0,1655.0,3531.0,0,11.6296,2.0,929,3372
1001401488099960-7007401452099980,113.94865920016564,22.533862145734602,113.90802409761123,22.5590315329392,6328.0,3044.0,931.0,2174.0,0.0,2113.0,6864.0,0,20.3872,2.5,1172,7446
1001401486099960-7007401484099972,113.9462314708742,22.533816054785625,113.94707289374578,22.550753545042216,1787.0,2009.0,456.0,1066.0,0.0,1553.0,1320.0,0,10.0,2.0,1200,2175
1001401488099960-7007401472099976,113.94865920016564,22.533862145734602,113.93240505162346,22.55498658391776,3647.0,2722.0,432.0,1010.0,0.0,2290.0,3408.0,0,13.9528,2.5,1918,6623
1001401488099960-3003401436100004,113.94865920016564,22.533862145734602,113.88561397268793,22.583415958468127,10877.0,4616.0,1064.0,2484.0,0.0,3552.0,11162.0,0,31.3048,2.0,1615,11175
1001401486099960-15015401600100112,113.9462314708742,22.533816054785625,114.08934375220645,22.715854132463,31721.0,12021.0,1453.0,3394.0,1.0,10567.0,44411.0,0,86.16951999999998,3.0,4201,35955
1001401488099960-1001401552099952,113.94865920016564,22.533862145734602,114.02654314614051,22.526296009596816,8022.0,2494.0,497.0,1162.0,1.0,1996.0,10300.0,0,24.4528,2.5,1129,9947
3003401486099950-15015401504100096,113.94766851071554,22.52369034958485,113.97304811757816,22.69564371672662,19727.0,8533.0,808.0,1888.0,1.0,7724.0,30523.0,1,52.5448,6.0,3462,30588
1001401488099960-1001401614099966,113.94865920016564,22.533862145734602,114.10147728794584,22.54345897325257,15212.0,5279.0,1175.0,2744.0,1.0,4103.0,16784.0,0,41.7088,3.0,2140,20009
1001401488099960-1001401646100028,113.94865920016564,22.533862145734602,114.13888531569559,22.614080100808874,25827.0,6117.0,721.0,1684.0,0.0,5396.0,25792.0,0,67.78023999999999,2.5,3673,27095
1001401488099960-1001401622099964,113.94865920016564,22.533862145734602,114.11123726566996,22.541378213045977,15911.0,4398.0,1045.0,2440.0,0.0,3353.0,16946.0,0,43.3864,2.5,2042,19807
1001401488099960-3003401616100028,113.94865920016564,22.533862145734602,114.10363371178305,22.614575462665343,22591.0,7457.0,1023.0,2388.0,0.0,6434.0,26227.0,0,59.4184,2.5,3778,25832
1001401486099960-3003401602099970,113.9462314708742,22.533816054785625,114.08800363705791,22.548856485031944,14732.0,4280.0,481.0,1124.0,0.0,3799.0,15795.0,0,40.5568,3.0,2022,18863
1001401486099960-15015401648100048,113.9462314708742,22.533816054785625,114.14918929754091,22.64472581741509,30114.0,9453.0,615.0,1440.0,2.0,8836.0,39520.0,1,81.15567999999998,5.0,3757,31664
1001401488099960-1001401558100084,113.94865920016564,22.533862145734602,114.03063223137896,22.675288936676587,21919.0,7507.0,952.0,2222.0,0.0,6555.0,25993.0,0,57.8056,7.0,4377,24151
1001401486099960-1001401476099948,113.9462314708742,22.533816054785625,113.9343917948734,22.52005356774009,2493.0,1717.0,585.0,1366.0,0.0,1132.0,2724.0,0,11.1832,2.0,912,3721
1001401488099960-15015401568099936,113.94865920016564,22.533862145734602,114.05467765504707,22.51665963910974,11617.0,3586.0,604.0,1410.0,0.0,2982.0,13440.0,0,33.0808,2.5,1340,14484
1001401486099960-1001401552100040,113.9462314708742,22.533816054785625,114.02441141139684,22.625534667914877,16545.0,5574.0,588.0,1374.0,0.0,4986.0,18524.0,0,44.908,3.0,2658,17737
1001401488099960-15015401584100064,113.94865920016564,22.533862145734602,114.07104554325096,22.66136704620344,24280.0,7998.0,842.0,1968.0,1.0,7155.0,29531.0,1,63.472,5.5,3437,26716
1001401488099960-1001401566099984,113.94865920016564,22.533862145734602,114.04276833083486,22.562696803635998,11681.0,3961.0,979.0,2286.0,0.0,2982.0,13359.0,0,33.234399999999994,2.5,1661,12877
1001401486099960-1001401600100040,113.9462314708742,22.533816054785625,114.08272139386145,22.62660655764865,22088.0,5179.0,539.0,1260.0,1.0,4639.0,21745.0,1,58.2112,8.0,3062,22946
3003401486099950-3003401528099960,113.94766851071554,22.52369034958485,113.9984046101544,22.53592663057264,5963.0,2039.0,1071.0,2501.0,1.0,967.0,6060.0,1,19.5112,3.0,1045,8562
1001401486099960-7007401512100008,113.9462314708742,22.533816054785625,113.98018082259249,22.5919917535984,9036.0,4559.0,299.0,700.0,1.0,4259.0,10031.0,1,26.8864,4.5,1853,10415
1001401488099960-1001401548100062,113.94865920016564,22.533862145734602,114.01901673584602,22.65025372271041,18308.0,6328.0,908.0,2120.0,0.0,5420.0,22677.0,0,49.1392,7.0,3215,20582
1001401486099960-7007401600100072,113.9462314708742,22.533816054785625,114.08553222679213,22.666144488061825,26343.0,7943.0,1544.0,3606.0,1.0,6398.0,25482.0,2,69.39016,10.0,3555,30703
1001401488099960-1001401390100058,113.94865920016564,22.533862145734602,113.8271755549425,22.642055860619955,22245.0,5273.0,313.0,732.0,0.0,4960.0,20784.0,0,58.588,2.5,2985,21605
1001401488099960-1001401424099998,113.94865920016564,22.533862145734602,113.87000763743919,22.575216081108817,11504.0,3486.0,320.0,748.0,0.0,3166.0,11648.0,0,32.8096,2.5,1987,11977
1001401488099960-1001401396100020,113.94865920016564,22.533862145734602,113.83544521614456,22.5993549234492,17163.0,5709.0,394.0,924.0,2.0,5313.0,17579.0,1,46.3912,4.5,3004,16564
1001401488099960-3003401556100044,113.94865920016564,22.533862145734602,114.03036394081528,22.631285840641326,17449.0,6003.0,798.0,1862.0,0.0,5205.0,19539.0,0,47.0776,3.0,2777,18876
1001401486099960-7007401388100060,113.9462314708742,22.533816054785625,113.82826050167269,22.64771729223095,22495.0,3618.0,1485.0,3468.0,1.0,2132.0,21359.0,0,59.188,6.0,3114,21747
1001401486099960-1001401560099974,113.9462314708742,22.533816054785625,114.03572420969437,22.55128526727584,10104.0,4282.0,1670.0,3898.0,0.0,2612.0,10920.0,0,29.4496,3.0,2233,12088
1001401488099960-3003401572099944,113.94865920016564,22.533862145734602,114.05220270321728,22.518871027965893,11164.0,3618.0,737.0,1722.0,1.0,2880.0,12865.0,0,31.9936,2.5,1438,13648
1001401486099960-7007401396100116,113.9462314708742,22.533816054785625,113.83652868494768,22.711049352531482,28122.0,5550.0,606.0,1416.0,0.0,4944.0,27207.0,0,74.94063999999999,3.0,3348,27403
1001401488099960-7007401400100040,113.94865920016564,22.533862145734602,113.84335302264832,22.625455129275714,19061.0,5471.0,922.0,2152.0,0.0,4549.0,18562.0,0,50.9464,2.5,2968,20725
3003401486099950-15015401528099944,113.94766851071554,22.52369034958485,114.00593098750493,22.524785108964227,5541.0,2356.0,1162.0,2712.0,0.0,1194.0,4730.0,0,18.4984,2.0,741,7625
1001401486099960-1001401530100078,113.9462314708742,22.533816054785625,113.99675470222785,22.66788789094129,18245.0,7928.0,422.0,986.0,0.0,7506.0,25163.0,1,48.988,5.0,3575,22588
1001401486099960-7007401480099984,113.9462314708742,22.533816054785625,113.94191829465522,22.564192745591164,3468.0,3747.0,1354.0,3160.0,0.0,2393.0,4192.0,0,13.5232,2.0,2038,5385
1001401488099960-1001401572099962,113.94865920016564,22.533862145734602,114.05058152450786,22.53802045745153,9920.0,3389.0,1099.0,2566.0,0.0,2290.0,10454.0,0,29.008000000000003,2.5,1210,13595
1001401488099960-3003401532099972,113.94865920016564,22.533862145734602,114.00296798630892,22.549549532965145,6645.0,3440.0,1249.0,2916.0,0.0,2191.0,7545.0,0,21.148,2.5,1404,8114
1001401488099960-1001401398100136,113.94865920016564,22.533862145734602,113.83487227501324,22.730192705424482,30432.0,5889.0,1037.0,2420.0,0.0,4852.0,29551.0,0,82.14783999999999,3.0,3625,32503
1001401486099960-1001401422099994,113.9462314708742,22.533816054785625,113.86768138436636,22.570658538068862,11041.0,2297.0,1150.0,2686.0,1.0,1146.0,10172.0,0,31.6984,4.0,2382,11074
1001401488099960-1001401446099944,113.94865920016564,22.533862145734602,113.89808138315088,22.514845198605293,6633.0,4817.0,901.0,2104.0,0.0,3916.0,9080.0,0,21.1192,2.5,1462,7526
1001401486099960-1001401554100032,113.9462314708742,22.533816054785625,114.02703505281357,22.616558094565374,15883.0,5234.0,602.0,1406.0,0.0,4632.0,17337.0,0,43.3192,3.0,2537,17653
3003401486099950-3003401602099986,113.94766851071554,22.52369034958485,114.08762450132693,22.566900932197928,17405.0,3457.0,981.0,2293.0,2.0,2474.0,18871.0,1,46.972,6.0,2385,17935
1001401486099960-3003401396100044,113.9462314708742,22.533816054785625,113.83601422833179,22.62756651175499,19737.0,2871.0,980.0,2290.0,1.0,1890.0,18618.0,0,52.5688,5.0,2731,19473
1001401488099960-3003401430099986,113.94865920016564,22.533862145734602,113.8787861263344,22.56297839096166,9451.0,2618.0,1624.0,3790.0,0.0,994.0,8589.0,0,27.8824,4.0,1610,10359
1001401488099960-3003401414099994,113.94865920016564,22.533862145734602,113.85915715821855,22.57162004792711,12153.0,5250.0,664.0,1550.0,0.0,4586.0,13924.0,0,34.3672,2.5,2185,12856
1001401486099960-1001401462099954,113.9462314708742,22.533816054785625,113.91724950542273,22.526494483110472,3441.0,2055.0,1640.0,3828.0,0.0,415.0,3044.0,0,13.4584,2.0,1528,5528
1001401486099960-1001401548100032,113.9462314708742,22.533816054785625,114.0197470092645,22.616422791512186,15191.0,5907.0,1866.0,4356.0,0.0,4041.0,18115.0,0,41.6584,7.0,2390,17045
1001401486099960-3003401616100048,113.9462314708742,22.533816054785625,114.1031607479038,22.637131143866462,25056.0,8262.0,1220.0,2850.0,1.0,7041.0,28949.0,0,65.37472,2.5,3563,26118
1001401488099960-3003401560100040,113.94865920016564,22.533862145734602,114.0353200307467,22.626864955265265,17465.0,6046.0,1224.0,2858.0,0.0,4822.0,18155.0,0,47.11600000000001,3.0,2840,18627
3003401486099950-3003401508099980,113.94766851071554,22.52369034958485,113.97363394185645,22.55802479408809,5886.0,2816.0,972.0,2270.0,0.0,1844.0,6456.0,0,19.3264,2.5,1368,7291
1001401486099960-1001401558100032,113.9462314708742,22.533816054785625,114.03189377935594,22.61664811314148,16346.0,4918.0,379.0,886.0,0.0,4539.0,16905.0,0,44.4304,3.0,2369,17182
1001401486099960-3003401502099966,113.9462314708742,22.533816054785625,113.96669474961293,22.54210024027344,2743.0,2060.0,569.0,1330.0,1.0,1490.0,2594.0,0,11.7832,2.5,1002,3512
1001401486099960-1001401592100028,113.9462314708742,22.533816054785625,114.07328947173515,22.612896323955045,19824.0,5530.0,1353.0,3160.0,1.0,4176.0,23832.0,1,52.7776,7.0,2785,20812
1001401486099960-15015401408100032,113.9462314708742,22.533816054785625,113.85802982047798,22.621231132990648,17046.0,5411.0,1131.0,2642.0,1.0,4279.0,16787.0,0,46.1104,2.5,2330,15782
3003401486099950-15015401608099960,113.94766851071554,22.52369034958485,114.10266722899216,22.54460828581961,16558.0,3564.0,1043.0,2438.0,2.0,2519.0,19940.0,2,44.9392,6.0,2258,20161
3003401486099950-15015401616099968,113.94766851071554,22.52369034958485,114.11219242444956,22.553805498744488,18373.0,6029.0,937.0,2188.0,0.0,5092.0,20379.0,0,49.2952,4.0,2688,21331
1001401488099960-1001401582100036,113.94865920016564,22.533862145734602,114.06095070844408,22.62169611116517,19332.0,5766.0,897.0,2096.0,1.0,4868.0,23418.0,0,51.5968,3.0,3099,21010
1001401488099960-7007401392100040,113.94865920016564,22.533862145734602,113.83363669756326,22.62526345900887,19947.0,5380.0,700.0,1636.0,1.0,4679.0,19129.0,0,53.0728,2.5,2832,20138
1001401486099960-3003401472099972,113.9462314708742,22.533816054785625,113.93012693222224,22.548174583339616,2951.0,2551.0,1139.0,2660.0,1.0,1411.0,2370.0,0,12.2824,1.0,1630,3602
1001401486099960-1001401732100108,113.9462314708742,22.533816054785625,114.24155745052653,22.706143333940677,44927.0,6222.0,1303.0,3043.0,1.0,4918.0,45806.0,1,127.37224,9.0,4436,42710
1001401488099960-1001401562099954,113.94865920016564,22.533862145734602,114.0386339771282,22.528775435094786,8900.0,4910.0,2646.0,6176.0,0.0,2264.0,12464.0,0,26.56,2.5,1216,13948
3003401486099950-3003401478099942,113.94766851071554,22.52369034958485,113.93815727742745,22.514484755005522,1816.0,1849.0,335.0,782.0,0.0,1514.0,2439.0,0,10.0,2.0,734,2392
1001401488099960-1001401466100054,113.94865920016564,22.533862145734602,113.91959615843102,22.639347636190546,13357.0,5105.0,1221.0,2850.0,0.0,3884.0,14313.0,0,37.2568,3.0,3116,15069
1001401486099960-1001401562100040,113.9462314708742,22.533816054785625,114.03655903346008,22.62575972207181,17701.0,5846.0,1019.0,2380.0,1.0,4826.0,18155.0,0,47.6824,3.0,3045,19081
1001401486099960-3003401502100010,113.9462314708742,22.533816054785625,113.96560812503559,22.591716915414963,7651.0,4156.0,559.0,1306.0,0.0,3597.0,9287.0,0,23.5624,2.0,1644,8471
